Elm	Domain	interactorElm	interactorDomain	StartElm	StopElm	StartDomain	StopDomain	AffinityMin	AffinityMax	PMID	taxonomyElm	taxonomyDomain	
LIG_Actin_RPEL_3	PF00022	Q8VIM5	P68135	20	39	4	377	14.6	16.2	18025109	"10090"(Mus musculus)	"9986"(Oryctolagus cuniculus)
LIG_Actin_RPEL_3	PF00022	Q8VIM5	P68135	64	83	4	377	None	None	18025109	"10090"(Mus musculus)	"9986"(Oryctolagus cuniculus)
LIG_Actin_RPEL_3	PF00022	Q8VIM5	P68135	108	127	4	377	16.4	16.8	18025109	"10090"(Mus musculus)	"9986"(Oryctolagus cuniculus)
LIG_PDZ_Class_2	PF00595	Q07310	O35889	1573	1578	1014	1097	None	None	9707552	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_PDZ_Class_1	PF00595	Q9QUH6	P31016	1303	1308	None	None	None	None	9581761	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
LIG_PDZ_Class_1	PF00595	Q9QUH6	Q62936	1303	1308	None	None	None	None	9581761	"10116"(Rattus norvegicus)	"10116"(Rattus norvegicus)
DOC_PP1_RVXF_1	PF00149	P06400	P62136	871	878	57	252	3.9	3.9	20694007	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_LYPXL_L_2	PF13949	P03347	Q8WUM4	495	504	408	702	None	None	14505569,18066081,17277784,17350572,14519844	"11678"(Human immunodeficiency virus type 1 BH10)	"9606"(Homo sapiens)
LIG_LYPXL_S_1	PF13949	P69732	Q8WUM4	457	461	408	702	None	None	14505569,17350572,17158451,18066081,14519844	"11672"(Equine infectious anemia virus (ISOLATE WYOMING))	"9606"(Homo sapiens)
LIG_LYPXL_S_1	PF13949	Q83383	Q8WUM4	128	132	408	702	None	None	15908698	"11786"(Murine leukemia virus)	"9606"(Homo sapiens)
LIG_LYPXL_S_1	PF13949	Q00202	Q8WUM4	454	458	408	702	None	None	12588984	"162425"(Aspergillus nidulans)	"9606"(Homo sapiens)
LIG_LYPXL_S_1	PF13949	Q00202	P79020	454	458	413	720	None	None	12588984	"162425"(Aspergillus nidulans)	"227321"(Aspergillus nidulans FGSC A4)
LIG_LYPXL_S_1	PF13949	Q00202	Q8WUM4	661	665	408	702	None	None	12588984	"162425"(Aspergillus nidulans)	"9606"(Homo sapiens)
LIG_LYPXL_S_1	PF13949	Q00202	P79020	661	665	413	720	None	None	12588984	"162425"(Aspergillus nidulans)	"227321"(Aspergillus nidulans FGSC A4)
LIG_LYPXL_S_1	PF13949	P03322	Q8WUM4	180	184	408	702	None	None	20392845	"11888"(Rous sarcoma virus - Prague C)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P07766	P43405	185	202	168	244	0.0214	0.0272	7761456,17617578,9698567	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P07766	P43405	185	202	15	92	0.0214	0.0272	7761456,17617578,9698567	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P07766	P43403	185	202	163	239	None	None	7761456,17617578,9698567	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P07766	P43403	185	202	10	87	None	None	7761456,17617578,9698567	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P20963	P43405	69	86	168	244	None	None	7761456,9295038	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P20963	P43405	69	86	15	92	None	None	7761456,9295038	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P20963	P43403	69	86	163	239	None	None	7761456,9295038	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_TYR_ITAM	PF00017	P20963	P43403	69	86	10	87	None	None	7761456,9295038	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q9BPZ3	P11940	109	121	543	614	0.16	0.35	14685257,16601676,20096703	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q9BPZ3	O95071	109	121	2376	2449	6.0	8.8	14685257,16601676,20096703	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q9ULR5	P11940	108	120	543	614	None	None	16804161	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q9H074	P11940	126	138	543	614	1.5	2.3	14685257,11997512,16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q9H074	Q62671	126	138	499	571	3.4	3.4	14685257,11997512,16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q8IYD1	P11940	50	62	543	614	1.6	1.6	20418951,14685257,18056425,16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q8IYD1	P11940	59	71	543	614	1.6	1.6	20418951,14685257,18056425,16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q8IYD1	Q62671	50	62	499	571	5.2	5.2	20418951,14685257,18056425,16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q8IYD1	Q62671	59	71	499	571	5.2	5.2	20418951,14685257,18056425,16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q99700	P11940	912	924	543	614	0.68	0.76	16554297,20181956	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q99700	Q62671	912	924	499	571	9.9	9.9	16554297,20181956	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q8SWR8	P21187	857	869	553	624	None	None	16835262	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_PAM2_1	PF00658	Q58A45	P11940	284	296	543	614	None	None	18056425,17595167	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	P50616	P11940	130	142	543	614	57.0	57.0	17785442,20595394	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	P50616	P11940	265	277	543	614	None	None	17785442,18056425,20595394	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q14106	P11940	131	143	543	614	28.0	84.0	17785442,16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q14106	P11940	251	263	543	614	16.0	20.0	17785442,16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q14106	Q62671	131	143	499	571	None	None	17785442,16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q14106	Q62671	251	263	499	571	12.0	12.0	17785442,16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q12986	P11940	11	23	543	614	None	None	17267499	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q12986	Q13310	11	23	552	623	None	None	17267499	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q14694	P11940	81	93	543	614	3.9	26.0	16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q14694	Q62671	81	93	499	571	33.0	33.0	16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	P53804	P11940	1205	1217	543	614	5.4	6.9	16554297	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	P53804	Q62671	1205	1217	499	571	37.0	37.0	16554297	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	P23226	P11940	234	246	543	614	2.1	3.0	16554297	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	P23226	Q62671	234	246	499	571	11.0	11.0	16554297	"7227"(Drosophila melanogaster)	"10116"(Rattus norvegicus)
LIG_PAM2_1	PF00658	Q71RC2	P11940	13	25	543	614	22.0	22.0	21098120	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q92615	P11940	54	66	543	614	None	None	20573744	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PAM2_1	PF00658	Q6ELF9	Q9M549	14	26	554	624	None	None	15159636	"3659"(Cucumis sativus)	"3659"(Cucumis sativus)
LIG_PAM2_1	PF00658	Q6ELF8	Q9M549	10	22	554	624	None	None	15159636	"3659"(Cucumis sativus)	"3659"(Cucumis sativus)
LIG_PAM2_1	PF00658	Q39096	P42731	9	21	540	611	None	None	15650869	"3702"(Arabidopsis thaliana)	"3702"(Arabidopsis thaliana)
LIG_PAM2_1	PF00658	Q9VG13	P21187	103	115	553	624	None	None	14729960	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_SPRY_1	PF00622	P09052	Q96BD6	184	189	95	229	None	None	20561531	"7227"(Drosophila melanogaster)	"9606"(Homo sapiens)
LIG_SPRY_1	PF00622	P09052	Q7JUY1	184	189	167	301	None	None	20561531	"7227"(Drosophila melanogaster)	"7227"(Drosophila melanogaster)
LIG_SPRY_1	PF00622	Q96IZ0	Q99619	68	73	86	220	None	None	20561531	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SPRY_1	PF00622	Q96IZ0	Q96BD6	68	73	95	229	None	None	20561531	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_SPRY_1	PF00622	Q96IZ0	Q96A44	68	73	95	229	None	None	20561531	"9606"(Homo sapiens)	"9606"(Homo sapiens)
LIG_PDZ_Class_2	PF00595	Q9Y4C0	O35889	1638	1643	1014	1097	None	None	9707552	"9606"(Homo sapiens)	"10116"(Rattus norvegicus)
CLV_PCSK_FUR_1	PF00082	O56861	Q28193	124	128	148	436	None	None	15564468	"53182"(Feline foamy virus)	"9913"(Bos taurus)
CLV_PCSK_FUR_1	PF00082	P03383	P09958	305	309	148	436	None	None	12487813	"11909"(Human T-lymphotropic virus 2)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	P03375	P09958	508	512	148	436	None	None	11063880	"11678"(Human immunodeficiency virus type 1 BH10)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	P04578	P23188	508	512	148	436	None	None	8163529,7774724	"11706"(HIV-1 M:B_HXB2R)	"10090"(Mus musculus)
CLV_PCSK_FUR_1	PF00082	P04578	P09958	508	512	148	436	None	None	8163529,7774724	"11706"(HIV-1 M:B_HXB2R)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	P03420	P09958	133	137	148	436	None	None	11369882	"11259"(Human respiratory syncytial virus A2)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	P27909	P09958	202	206	148	436	None	None	20062797	"408685"(Dengue virus 1 Brazil/97-11/1997)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	P03107	P09958	9	13	148	436	None	None	16432208	"333760"(Human papillomavirus type 16)	"9606"(Homo sapiens)
CLV_PCSK_FUR_1	PF00082	Q05320	P09958	498	502	148	436	None	None	9576958	"128952"(Ebola virus - Mayinga, Zaire, 1976)	"9606"(Homo sapiens)
LIG_CtBP_PxDLS_1	PF00389	P03254	Q13363	279	283	30	352	None	None	7479821	"10515"(Human adenovirus 2)	"9606"(Homo sapiens)
DOC_CYCLIN_1	PF00134	P06789	P54733	127	130	330	459	None	None	9892642	"333761"(Human papillomavirus type 18)	"7227"(Drosophila melanogaster)
LIG_Dynein_DLC8_1	PF01221	P22363	P63168	142	148	1	89	None	None	17438267	"11294"(Rabies virus CVS-11)	"10090"(Mus musculus)
LIG_LYPXL_L_2	PF13949	P04591	Q8WUM4	483	492	408	702	5.0	6.0	18066081	"11706"(HIV-1 M:B_HXB2R)	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P08363	P46934	36	39	None	None	None	None	16352570	"10900"(Bluetongue virus (serotype 10 / American isolate))	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	P89079	O55164	120	125	None	None	None	None	11000240	"10527"(Human adenovirus 9)	"10116"(Rattus norvegicus)
LIG_PDZ_Class_1	PF00595	P26672	Q14160	235	240	None	None	76.0	190.0	18828675	"10254"(Vaccinia virus WR)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	Q7TFX0	Q14160	141	146	None	None	17.0	17.0	18828675	"103930"(Rhesus cytomegalovirus strain 68-1)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	Q9DWF6	Q14160	516	521	None	None	18.0	63.0	18828675	"79700"(Rat cytomegalovirus Maastricht)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	Q9Q8F7	Q14160	283	288	None	None	9.5	120.0	18828675	"31530"(Myxoma virus (strain Lausanne))	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	Q9Q8T6	Q14160	282	287	None	None	13.0	49.0	18828675	"10272"(Rabbit fibroma virus (strain Kasza))	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	P03409	P31016	348	353	None	None	None	None	9482110	"11926"(Human T-cell lymphotrophic virus type 1 (strain ATK))	"10116"(Rattus norvegicus)
LIG_PDZ_Class_1	PF00595	P03126	Q96QZ7	153	158	None	None	0.21	0.25	21238461	"333760"(Human papillomavirus type 16)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	P03524	Q6P0Q8	519	524	1105	1188	0.64	0.7	20086240	"11295"(Rabies virus ERA)	"9606"(Homo sapiens)
LIG_PDZ_Class_1	PF00595	P36762	Q07157	516	521	None	None	1.7	1.7	18828675	"10616"(Human papillomavirus type 49)	"9606"(Homo sapiens)
LIG_PTAP_UEV_1	PF05743	P08363	Q99816	40	45	21	141	None	None	16352570	"10900"(Bluetongue virus (serotype 10 / American isolate))	"9606"(Homo sapiens)
LIG_PTAP_UEV_1	PF05743	P27588	Q99816	602	607	21	141	None	None	20504928	"33727"(Marburg virus - Musoke, Kenya, 1980)	"9606"(Homo sapiens)
LIG_RGD	PF00362	P21404	P18564	858	860	30	456	None	None	15194773	"12068"(Human coxsackievirus A9 (strain Griggs))	"9606"(Homo sapiens)
LIG_RGD	PF00362	Q66578	P18564	764	766	30	456	None	None	20554778	"103911"(Echovirus 22 (strain Harris))	"9606"(Homo sapiens)
LIG_SH2_SRC	PF00017	P03079	P06241	324	327	149	231	None	None	8985339	"10626"(Hamster polyomavirus)	"9606"(Homo sapiens)
LIG_SH2_STAT3	PF00017	P25049	P40763	72	75	584	674	None	None	10747948	"10382"(Herpesvirus saimiri (strain 484-77))	"9606"(Homo sapiens)
LIG_SH3_3	PF00018	P69616	P62993	93	99	None	None	None	None	11518702	"31767"(Hepatitis E virus (strain Burma))	"9606"(Homo sapiens)
LIG_SH3_3	PF00018	P69616	P12931	93	99	90	137	None	None	11518702	"31767"(Hepatitis E virus (strain Burma))	"9606"(Homo sapiens)
LIG_SH3_2	PF07653	P26662	O00499	2323	2328	524	590	None	None	19656877,16530520	"11116"(Hepatitis C virus (isolate Japanese))	"9606"(Homo sapiens)
LIG_SH3_3	PF00018	P25049	P06240	132	138	67	113	None	None	11040125	"10382"(Herpesvirus saimiri (strain 484-77))	"10090"(Mus musculus)
LIG_TRAF2_2	PF00917	P03230	Q12933	204	209	358	498	None	None	10518213	"10377"(Human herpesvirus 4 (strain B95-8))	"9606"(Homo sapiens)
LIG_TRAF2_1	PF00917	P18347	B5DFH7	60	63	354	494	None	None	10196286	"10383"(Herpesvirus saimiri (strain 11))	"10116"(Rattus norvegicus)
LIG_TRAF6	PF00917	P10221	Q9Y4K3	1097	1105	357	501	None	None	18682563	"10299"(Herpes simplex virus (type 1 / strain 17))	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P13285	Q8C863	57	60	None	None	50.0	54.2	17437719	"10377"(Human herpesvirus 4 (strain B95-8))	"10090"(Mus musculus)
LIG_WW_1	PF00397	P13285	Q96J02	98	101	None	None	None	None	11046148	"10377"(Human herpesvirus 4 (strain B95-8))	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P03276	A8K9T5	12	15	None	None	None	None	12450395	"10515"(Human adenovirus 2)	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P28282	P46934	23	26	None	None	None	None	18353951	"10315"(Human herpesvirus 2 strain HG52)	"9606"(Homo sapiens)
LIG_WW_1	PF00397	P28282	P46934	49	52	None	None	None	None	18353951	"10315"(Human herpesvirus 2 strain HG52)	"9606"(Homo sapiens)
LIG_WW_1	PF00397	Q05128	P46935	10	13	None	None	None	None	11095724	"128952"(Ebola virus - Mayinga, Zaire, 1976)	"10090"(Mus musculus)
LIG_WW_1	PF00397	Q05128	P39940	10	13	None	None	None	None	11095724	"128952"(Ebola virus - Mayinga, Zaire, 1976)	"559292"(Saccharomyces cerevisiae S288c)
LIG_WW_1	PF00397	P35260	P46934	16	19	None	None	None	None	19812267	"33727"(Marburg virus - Musoke, Kenya, 1980)	"9606"(Homo sapiens)
TRG_NLS_Bipartite_1	PF00514	P03428	P52294	738	756	None	None	None	None	17310249	"211044"(Influenza A virus (A/Puerto Rico/8/1934(H1N1)))	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q80Z64	Q9QUR7	49	54	7	37	None	None	20622153	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q80Z64	Q9QUR7	62	67	7	37	None	None	20622153	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P35210	P22696	651	656	11	41	None	None	19597489	"559292"(Saccharomyces cerevisiae S288c)	"559292"(Saccharomyces cerevisiae S288c)
DOC_WW_Pin1_4	PF00397	P04637	Q13526	30	35	7	37	None	None	12388558	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	O15350	Q13526	479	484	7	37	None	None	15175157	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P46527	Q13526	184	189	7	37	None	None	19584057	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P25322	Q9QUR7	283	288	7	37	None	None	11805292	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P35222	Q9QUR7	243	248	7	37	None	None	11533658	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P05412	Q13526	60	65	7	37	None	None	11432833	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P05412	Q13526	70	75	7	37	None	None	11432833	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q01860	Q13526	9	14	7	37	None	None	21296877	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P31749	Q13526	89	94	7	37	None	None	19448664	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P31749	Q13526	447	452	7	37	None	None	19448664	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q8BT07	Q9QUR7	423	428	7	37	None	None	19638580	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P37231-2	Q13526	81	86	7	37	None	None	19996102	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P01106	Q9I9K6	59	64	7	37	None	None	15048125	"9606"(Homo sapiens)	"8355"(Xenopus laevis)
DOC_WW_Pin1_4	PF00397	Q61457	Q9I9K6	382	387	7	37	None	None	16223725	"10090"(Mus musculus)	"8355"(Xenopus laevis)
DOC_WW_Pin1_4	PF00397	P04637	Q9QUR7	78	83	7	37	None	None	12397362	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P04637	Q9QUR7	312	317	7	37	None	None	12397362	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q99MK8	Q9QUR7	667	672	7	37	None	None	20080565	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P35991	Q9QUR7	18	23	7	37	None	None	16644721	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P35991	Q9QUR7	112	117	7	37	None	None	16644721	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q14653	Q9QUR7	336	341	7	37	None	None	16699525	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q9Y618	Q9QUR7	1238	1243	7	37	None	None	18838553	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q9Y618	Q9QUR7	1441	1446	7	37	None	None	18838553	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P33242	Q9QUR7	200	205	7	37	None	None	19995909	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q9BR01	Q13526	5	10	7	37	None	None	19439498,20920535	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q8CFN5	Q9QUR7	95	100	7	37	None	None	20801874	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q8CFN5	Q9QUR7	107	112	7	37	None	None	20801874	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P10636-8	Q13526	228	233	7	37	None	None	10391244	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q9UER7	Q13526	175	180	7	37	None	None	17938171	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	Q92945	Q9QUR7	178	183	7	37	None	None	19770516	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	Q3U182	Q13526	133	138	7	37	None	None	20675384	"10090"(Mus musculus)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P06876	Q13526	525	530	7	37	None	None	18359295	"10090"(Mus musculus)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P40763	Q13526	724	729	7	37	None	None	17563747	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P05067-4	Q9QUR7	668	669	7	37	None	None	16139797	"9606"(Homo sapiens)	"10090"(Mus musculus)
DOC_WW_Pin1_4	PF00397	P46531	Q13526	2118	2123	7	37	None	None	19151708	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_WW_Pin1_4	PF00397	P46531	Q13526	2133	2138	7	37	None	None	19151708	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_SPAK_OSR1_1	PF12202	Q80UE6	Q9Z1W9	996	1000	463	494	None	None	15930150	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	P55014	Q9Z1W9	16	20	463	494	None	None	12386165	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	P55012	Q9Z1W9	77	81	463	494	None	None	17595523,14563843	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	P55012	Q6P9R2	77	81	434	465	None	None	17595523,14563843	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	P55012	Q9Z1W9	133	137	463	494	None	None	17595523,14563843	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	P55012	Q6P9R2	133	137	434	465	None	None	17595523,14563843	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q924N4	Q9Z1W9	14	18	463	494	None	None	12386165	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	A6BLY8	Q9Z1W9	1336	1340	463	494	None	None	17267545	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	A6BLY8	Q9Z1W9	1346	1350	463	494	None	None	17267545	"10090"(Mus musculus)	"10090"(Mus musculus)
DOC_SPAK_OSR1_1	PF12202	Q96J92	O95747	1016	1020	434	465	None	None	17721439	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	P78314	Q9H2K2	414	421	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q9NRI5	Q9H2K2	222	229	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	O43815	Q9H2K2	301	308	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q6V0I7	Q9H2K2	4571	4578	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q6V0I7	Q9H2K2	4826	4833	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q92698	Q9H2K2	690	697	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	A9UF02	Q9H2K2	115	122	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q9NWV8	Q9H2K2	27	34	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q9NWV8	Q9H2K2	47	54	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	P54274	Q9H2K2	12	19	525	557	None	None	22153077,12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	P54274	O95271	12	19	None	None	None	None	22153077,12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q14980	Q9H2K2	1742	1749	525	557	None	None	22153077,12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q9UIQ6	Q9H2K2	95	102	525	557	None	None	22153077,12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q96RU3	O95271	514	521	None	None	None	None	14596906,22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q96RU3	Q9H2K2	514	521	525	557	None	None	14596906,22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q07820	Q9H2K2	77	84	525	557	None	None	22153077	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	O15169	Q9H2K2	21	28	525	557	None	None	22153077,19759537	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	O15169	O95271	21	28	None	None	None	None	22153077,19759537	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	O15234	O95271	145	152	None	None	None	None	21478859	"9606"(Homo sapiens)	"9606"(Homo sapiens)
DOC_ANK_TNKS_1	PF00023	Q9C0C2	O95271	1507	1514	None	None	None	None	12080061	"9606"(Homo sapiens)	"9606"(Homo sapiens)
